time,id,room,mac_addr,status,power[W],ble_rssi,node_rssi
2026-07-28 03:18:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:18:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,UNKNOWN,0.0,-100,-100
2026-07-28 03:18:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,UNKNOWN,0.0,-100,-100
2026-07-28 03:21:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:21:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,UNKNOWN,0.0,-100,-100
2026-07-28 03:21:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,UNKNOWN,0.0,-100,-100
2026-07-28 03:24:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:24:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,UNKNOWN,0.0,-100,-100
2026-07-28 03:24:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,UNKNOWN,0.0,-100,-100
2026-07-28 03:27:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:27:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,UNKNOWN,0.0,-100,-100
2026-07-28 03:27:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,UNKNOWN,0.0,-100,-100
2026-07-28 03:30:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:30:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,0W_ALERT,0.0,-69,-49
2026-07-28 03:30:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,0W_ALERT,0.0,-54,-48
2026-07-28 03:33:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:33:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
2026-07-28 03:33:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,OFFLINE,0.0,-65,-47
2026-07-28 03:36:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:36:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
2026-07-28 03:36:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,OFFLINE,0.0,-65,-47
2026-07-28 03:39:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:39:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
2026-07-28 03:39:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,OFFLINE,0.0,-65,-47
2026-07-28 03:42:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:42:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
2026-07-28 03:42:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,OFFLINE,0.0,-65,-47
2026-07-28 03:45:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:45:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
2026-07-28 03:45:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,OFFLINE,0.0,-65,-47
2026-07-28 03:48:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:48:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
2026-07-28 03:48:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,OFFLINE,0.0,-65,-47
2026-07-28 03:51:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:51:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
2026-07-28 03:51:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,OFFLINE,0.0,-65,-47
2026-07-28 03:54:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:54:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
2026-07-28 03:54:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,OFFLINE,0.0,-65,-47
2026-07-28 03:57:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 03:57:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
2026-07-28 03:57:00,HOSP-0001,Room_302_Bed_A,f0:9e:9e:9e:07:7e,OFFLINE,0.0,-65,-47
2026-07-28 04:00:00,HOSP-0001,Room_301_Bed_A,f0:9e:9e:9e:29:16,UNKNOWN,0.0,-100,-100
2026-07-28 04:00:00,HOSP-0001,Room_301_Bed_B,f0:9e:9e:9c:e0:3a,OFFLINE,0.0,-51,-48
